SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketLength,PacketType,TrafficType,Alerts_Warnings,SeverityLevel,LogSource,AttackType
54.10.19.145,139.90.125.114,1510,53910,2,542,1,0,0,1,1,0
73.53.52.148,16.252.211.108,48170,12755,2,1477,0,1,0,1,0,1
38.186.8.21,180.130.169.228,43906,47560,0,838,1,1,0,2,1,1
25.125.195.39,135.103.112.74,64584,40143,0,1410,1,1,0,1,1,2
81.133.56.181,208.178.168.93,50482,54422,2,600,1,0,0,2,1,2
193.164.207.25,173.118.83.29,17763,31881,2,544,1,1,0,0,1,0
30.243.127.39,66.73.41.44,55678,46943,0,655,0,1,0,0,0,0
198.116.75.206,153.214.19.147,61241,10584,2,124,0,0,0,0,1,1
73.128.135.100,162.141.4.179,30842,30863,2,844,1,0,0,2,1,2
21.205.230.120,105.185.27.166,64583,17493,0,588,0,2,0,1,1,2
117.223.29.187,19.173.135.4,46745,17389,1,1194,0,2,0,0,0,0
10.228.192.32,115.30.29.73,27139,29671,0,1295,1,0,0,2,1,1
48.31.217.239,159.48.25.109,53697,33679,2,344,0,2,0,2,1,2
153.166.223.91,152.79.9.89,11066,28932,0,1207,0,1,0,0,1,1
8.175.128.229,133.123.17.185,64455,59043,1,1397,1,2,0,2,1,1
222.12.246.91,115.8.196.218,8245,8760,2,690,1,0,0,2,1,1
204.99.109.68,206.192.6.24,37739,52443,0,1190,0,1,0,1,1,0
68.209.145.66,105.107.210.230,6435,3634,2,457,1,0,0,0,0,1
22.215.154.238,44.11.104.236,7683,29316,1,885,0,2,0,1,1,2
16.117.232.44,94.166.207.230,33082,5121,0,1326,1,1,0,2,1,1
81.247.202.59,84.100.138.104,41640,58711,0,1127,1,0,0,1,0,1
72.134.177.209,214.119.231.93,56392,27321,0,325,1,1,0,0,0,0
37.180.92.94,187.241.87.211,49365,20293,2,949,0,2,0,0,1,0
56.69.89.64,23.80.214.19,4127,8347,1,1426,0,2,0,0,0,1
45.121.170.210,207.82.168.205,11478,49692,0,241,0,0,0,0,0,2
56.22.134.136,79.190.112.181,44055,54619,1,802,1,0,0,0,0,0
114.24.124.223,38.33.130.105,28150,24780,0,1449,1,2,0,1,1,0
152.56.168.147,124.1.150.255,59145,34151,0,569,1,1,0,1,1,1
48.236.63.251,153.152.207.165,33554,41118,0,705,1,2,0,0,1,1
100.129.134.151,92.225.220.208,59709,18695,1,1347,0,1,0,2,1,2
156.74.71.219,199.236.24.255,53381,3599,2,1433,0,2,0,0,0,0
190.243.62.255,141.228.42.222,17051,46418,1,1222,1,0,0,0,0,2
50.101.143.170,181.210.214.155,11390,15754,0,786,0,0,0,0,1,1
164.96.156.51,151.102.186.237,39253,64404,2,943,1,0,0,1,1,2
96.247.147.226,32.225.122.83,39482,22915,1,560,1,2,0,2,1,1
116.236.238.1,39.97.19.112,32492,57672,0,468,1,2,0,2,0,2
166.101.21.57,21.243.162.137,3242,7049,0,366,0,1,0,2,1,2
198.195.168.220,121.152.220.137,23564,57888,0,364,0,0,0,1,0,1
182.27.207.244,35.199.246.153,8238,27492,1,925,1,2,0,2,0,0
121.170.78.126,146.117.61.190,4823,28868,1,734,1,2,0,2,0,1
151.68.181.33,185.110.35.116,28467,17749,1,112,1,2,0,1,1,0
201.142.225.94,32.206.54.25,23867,54857,0,1053,1,1,0,2,0,1
78.80.158.242,196.102.6.91,12235,7639,0,384,0,2,0,2,1,0
57.146.177.34,94.73.150.20,59463,59961,1,898,1,1,0,1,1,1
104.183.19.235,167.143.52.83,41588,19038,2,196,1,0,0,0,0,0
137.235.133.88,54.165.52.6,40645,32816,0,1382,0,0,0,2,1,0
175.221.47.50,182.63.98.144,8388,39309,2,962,0,0,0,0,1,2
45.241.152.195,123.208.35.235,14313,13913,2,1405,1,1,0,2,0,0
142.18.248.226,53.196.193.115,41357,16020,2,1480,0,1,0,0,1,1
162.235.108.210,204.238.92.8,27712,3439,0,1093,0,0,0,2,0,2
142.88.44.85,47.50.227.199,6852,39772,1,134,1,0,0,0,0,2
129.133.177.191,96.232.51.164,14459,46458,1,73,1,0,0,1,1,2
199.174.253.80,185.174.198.140,24650,56349,0,1468,0,2,0,1,1,0
167.248.234.64,48.223.34.187,2181,7171,1,138,1,2,0,0,1,2
14.124.45.90,79.141.117.22,31403,64117,1,657,1,2,0,0,1,1
10.215.191.68,53.77.180.180,6281,34787,0,850,0,2,0,0,1,2
177.231.178.32,56.40.23.168,55239,34693,2,861,1,2,0,1,0,0
113.191.116.169,124.17.245.251,40703,42631,0,626,0,1,0,1,1,1
184.15.172.151,69.122.47.150,29865,15662,0,153,0,1,0,1,1,2
218.196.49.110,188.117.200.52,44390,26166,2,476,0,1,0,0,0,2
82.204.30.20,61.204.206.0,63318,14693,2,1083,1,0,0,0,1,2
106.5.100.188,118.139.198.19,52821,28404,2,77,0,2,0,0,0,2
12.255.2.72,180.71.89.11,61936,14985,2,389,1,1,0,0,0,0
61.2.203.135,169.121.97.86,10452,4750,0,180,1,0,0,2,0,1
177.61.207.130,122.93.161.11,34373,37911,1,1033,0,1,0,0,0,0
2.88.6.149,150.86.39.12,19467,14981,0,165,1,1,0,1,0,1
136.94.64.78,153.189.49.188,44040,25790,0,866,0,0,0,2,0,2
115.129.169.222,194.18.93.86,60489,49504,0,210,1,0,0,2,1,2
71.13.138.2,22.232.3.73,51181,8887,2,777,0,2,0,1,0,0
203.224.244.176,12.67.144.136,9478,57024,1,721,1,1,0,2,1,2
60.3.63.219,1.120.85.125,49976,37674,1,209,0,0,0,0,0,1
70.118.227.113,93.78.77.145,59348,61714,2,899,0,1,0,0,1,2
131.172.219.19,73.196.181.30,29865,21712,2,971,1,2,0,1,0,0
45.57.138.61,27.227.142.210,38579,51806,2,1195,0,0,0,0,1,0
136.206.179.121,5.170.56.186,3696,8039,2,656,1,1,0,1,1,2
65.20.218.251,220.24.70.32,14114,3182,1,636,1,2,0,1,1,2
10.128.119.201,100.184.113.239,6753,61984,1,426,0,2,0,2,1,0
220.64.224.197,176.61.217.122,25336,34026,0,672,0,2,0,1,1,1
12.158.38.229,171.149.145.191,60299,46316,2,1097,0,1,0,0,0,1
148.184.180.69,218.219.188.150,49267,53791,2,124,0,0,0,2,1,1
63.33.138.141,60.177.98.129,43906,29767,1,1482,1,2,0,1,1,0
208.138.250.241,50.11.53.15,54443,4025,0,1474,0,1,0,0,0,0
80.23.175.3,123.110.129.114,42356,38614,0,322,1,0,0,2,1,2
92.194.238.23,186.222.185.3,33557,25859,0,293,0,1,0,2,0,0
88.45.115.255,23.31.82.244,29867,4019,1,763,0,1,0,0,0,2
95.79.50.186,35.46.3.188,24160,39481,0,1014,1,0,0,1,0,1
208.81.154.100,204.189.134.37,9745,55710,1,613,1,2,0,1,1,2
65.96.104.143,35.43.244.244,32204,47204,0,1036,1,0,0,0,0,0
172.200.128.11,30.10.194.36,38525,29402,0,96,1,2,0,0,1,0
58.105.49.29,178.41.77.158,2294,27862,1,1335,0,2,0,2,0,2
43.206.50.40,82.68.243.223,40387,64834,0,650,1,0,0,0,0,0
130.187.130.14,188.87.111.178,28360,6741,0,927,0,1,0,2,1,0
106.247.106.44,5.163.226.28,14149,52503,0,286,0,1,0,1,0,2
154.163.90.5,174.165.139.62,20597,1915,1,1002,0,1,0,2,1,2
98.17.237.35,212.120.137.183,57702,47810,2,853,0,2,0,1,0,2
190.69.174.170,151.167.151.35,5689,6373,1,851,0,0,0,0,0,2
1.141.113.8,11.30.94.71,35754,33005,0,191,1,2,0,1,1,2
7.85.228.85,1.85.64.9,60138,22650,0,1106,1,2,0,0,0,1
194.164.72.242,81.217.120.11,21264,62927,0,978,0,0,0,0,0,1
135.162.190.162,143.18.6.179,36462,38195,2,1456,0,0,0,0,0,2
195.101.152.22,202.40.210.244,26834,63122,2,884,1,1,0,0,0,0
59.93.79.7,37.103.235.122,2826,25793,0,104,1,1,0,1,1,2
148.209.185.245,24.243.255.90,51804,9957,1,1311,0,1,0,2,0,1
171.33.38.23,170.204.137.222,42433,56953,0,1279,1,2,0,1,1,1
65.173.102.92,10.91.156.175,44966,24425,1,244,1,2,0,0,1,1
156.252.68.187,198.48.86.232,45285,19259,2,220,0,0,0,2,1,0
122.68.140.87,50.170.172.17,60171,35120,0,567,1,1,0,0,1,1
90.129.15.236,161.62.125.57,31709,50884,1,132,1,1,0,1,1,0
115.216.114.90,81.93.69.174,63994,21784,0,217,1,2,0,2,0,0
211.81.142.107,118.74.173.61,59970,28821,1,912,1,2,0,1,1,2
14.191.223.6,204.75.144.72,28110,50117,1,1140,1,0,0,1,0,2
180.115.149.123,187.185.200.185,64772,50905,0,447,0,0,0,2,1,2
52.88.148.105,77.78.49.148,39368,55471,2,898,0,2,0,2,1,2
95.154.254.207,118.52.95.230,25499,3395,0,712,1,1,0,2,1,2
210.41.238.24,217.127.179.177,38576,4598,1,669,0,2,0,0,1,2
74.152.136.29,107.76.69.97,5987,37103,1,336,0,2,0,1,1,0
29.224.86.129,109.15.39.179,14869,31650,0,1078,0,0,0,2,1,0
33.201.46.128,63.63.164.84,39479,16250,1,766,0,1,0,2,0,0
129.2.250.16,173.167.137.240,35015,14481,2,495,1,0,0,1,0,0
177.52.188.67,78.221.234.4,54866,41824,1,1026,1,2,0,0,0,1
22.177.1.126,167.227.29.23,27453,10216,2,447,0,2,0,0,1,2
26.81.201.89,81.174.222.150,63350,15149,1,851,0,0,0,2,1,2
25.55.146.3,96.167.81.74,39901,49023,2,1076,1,0,0,0,0,2
203.189.103.154,48.107.34.237,14446,6044,2,921,0,0,0,2,1,1
167.168.95.213,170.64.196.32,47602,9274,1,1296,1,0,0,1,0,1
107.32.105.252,83.31.88.113,50765,34815,0,325,0,1,0,0,1,0
32.70.231.63,48.123.65.186,6663,34031,0,1111,1,2,0,0,1,0
16.174.28.238,177.187.147.145,47856,62351,1,195,1,1,0,0,1,1
109.6.25.91,137.237.49.129,64124,63738,2,195,0,2,0,1,0,1
219.35.255.117,84.23.106.236,43807,13470,0,606,1,2,0,2,0,1
174.102.227.228,110.219.204.27,14437,64382,0,681,0,0,0,2,0,2
66.226.172.239,201.179.184.93,46500,59026,2,674,0,1,0,2,1,1
187.175.191.40,19.124.82.119,34890,13112,1,207,1,0,0,0,1,1
4.159.95.236,137.229.221.229,36284,51672,2,1080,0,0,0,0,0,0
177.185.242.115,139.174.237.160,50690,5825,2,411,1,1,0,1,1,0
125.189.159.190,105.53.169.199,55426,43658,2,478,0,0,0,0,0,0
46.127.88.218,189.252.2.10,43675,50079,1,1038,0,0,0,1,0,2
50.49.90.186,108.121.209.139,13652,3980,1,745,0,2,0,1,1,1
115.197.71.90,13.190.241.114,34822,44876,0,769,0,1,0,0,0,2
222.12.0.111,191.180.66.107,53103,4521,0,1168,1,2,0,0,1,0
141.38.222.126,53.140.132.113,6867,39389,2,1284,0,2,0,2,1,0
107.172.103.121,118.240.220.100,32476,14985,0,526,0,1,0,2,0,1
204.152.12.102,29.229.180.113,36107,40773,1,1434,0,2,0,0,0,2
17.175.7.202,220.127.74.140,27148,4722,2,1089,0,1,0,1,0,1
131.36.139.29,44.169.164.171,12921,28351,1,73,0,1,0,2,0,1
206.41.95.114,141.61.155.125,47987,50654,0,804,1,0,0,2,1,0
212.214.105.213,3.41.100.5,50566,42115,0,851,1,1,0,1,0,2
106.200.151.58,175.125.1.10,20107,16730,2,531,0,0,0,2,0,0
93.124.29.166,73.183.208.191,37018,20886,1,932,1,0,0,1,0,2
106.15.223.138,15.65.217.200,25190,35199,0,349,1,0,0,2,1,2
84.87.217.76,2.228.122.245,61455,48150,2,680,0,1,0,0,0,2
177.28.204.112,143.229.136.31,9328,39006,2,647,0,1,0,1,0,1
191.155.52.119,112.191.169.243,9204,26823,0,1281,0,1,0,2,0,1
170.21.150.99,156.169.42.195,42978,56164,0,1326,1,0,0,0,1,1
173.166.11.119,11.211.231.233,62999,62425,0,246,0,0,0,2,0,1
177.12.105.87,183.228.27.185,13902,23068,0,1082,0,2,0,2,1,0
173.239.143.132,215.36.115.158,43216,62886,0,1207,0,0,0,1,1,1
114.76.141.136,16.157.237.0,53460,23407,2,955,1,1,0,0,0,2
223.222.219.149,146.48.220.153,19422,46038,1,1269,1,1,0,0,0,2
179.37.133.10,14.150.93.60,13342,49468,1,1071,0,0,0,2,0,1
112.36.68.33,116.138.141.130,37737,48158,1,817,0,0,0,0,1,2
167.31.25.47,110.18.90.153,15378,17998,0,597,1,2,0,1,0,1
109.127.168.99,115.227.129.149,35706,27819,0,1054,1,2,0,1,1,0
59.49.255.25,212.195.100.94,21293,46285,1,1055,1,1,0,0,0,2
160.229.234.104,87.49.159.130,23219,9463,0,360,0,1,0,2,1,2
66.80.220.157,138.174.221.91,47937,65341,2,1029,1,1,0,2,1,0
86.47.89.107,98.156.148.241,54255,35687,0,1376,1,2,0,1,1,2
207.253.135.82,63.163.80.240,29647,26751,2,1298,1,1,0,2,0,0
166.179.166.16,4.160.136.221,20282,6096,2,306,0,1,0,2,0,1
78.74.141.62,184.123.26.42,13666,51461,0,1012,1,1,0,0,0,1
195.37.48.234,132.77.150.65,17396,34278,2,95,0,2,0,2,0,0
110.1.115.166,92.214.135.101,20999,59927,1,1461,0,2,0,1,0,1
150.115.105.253,21.205.205.243,22715,38534,0,704,1,1,0,0,0,1
175.219.144.173,189.235.91.11,13616,32565,0,1163,0,0,0,1,1,2
22.154.81.67,35.40.105.250,53790,18618,1,1279,0,2,0,1,0,2
25.171.94.88,14.136.165.212,9688,29890,2,1112,1,1,0,0,1,2
137.16.184.145,69.113.91.101,28197,19030,0,778,0,0,0,1,1,1
93.5.26.34,148.242.174.197,22948,56478,0,174,1,0,0,0,1,0
152.66.64.7,124.66.34.92,20785,52223,1,1309,0,0,0,1,1,1
10.15.243.253,42.92.134.115,38202,51932,0,644,0,0,0,2,1,1
26.249.220.148,1.206.132.9,43942,34085,1,1049,1,0,0,1,1,1
50.181.171.198,76.78.33.143,5564,39956,0,969,1,0,0,1,0,2
163.242.201.157,107.162.97.159,9613,15136,1,579,1,1,0,2,1,2
115.49.65.102,33.53.237.39,9835,10921,2,794,0,1,0,1,1,0
55.254.28.28,182.64.77.225,53166,4836,1,483,1,0,0,0,0,2
98.245.193.165,82.162.96.181,45751,21980,2,1376,0,0,0,1,1,0
154.123.183.242,146.60.162.239,26711,5642,2,273,1,0,0,1,1,0
101.62.30.90,64.98.246.17,10766,9679,1,1193,1,2,0,2,1,0
220.113.44.16,31.68.238.251,24746,8131,1,750,0,2,0,2,1,1
21.227.121.34,12.211.173.196,33577,18715,0,242,1,2,0,1,0,2
141.155.229.162,9.195.116.185,1883,41968,1,585,0,2,0,1,0,0
57.1.39.117,178.31.180.82,24512,40562,1,179,0,2,0,1,0,0
67.130.108.87,197.12.28.251,55668,35714,1,1037,0,2,0,1,0,0
60.3.231.83,56.24.1.221,44179,23386,1,924,1,2,0,1,0,2
210.34.153.79,144.54.200.126,29552,39045,1,981,0,2,0,0,0,1
196.60.220.70,76.180.235.208,32613,34874,2,715,1,1,0,0,1,2
16.161.219.86,207.213.194.27,56678,58924,0,704,1,0,0,1,1,0
148.199.222.151,118.111.168.83,25865,58439,1,1060,0,1,0,2,0,0
112.226.248.173,15.12.43.29,43847,10527,0,229,0,1,0,2,0,2
98.75.52.109,68.106.6.248,42408,28746,2,1410,0,2,0,0,0,0
141.135.255.40,7.175.208.109,30364,50250,2,973,1,1,0,2,1,0
175.154.189.76,27.168.231.49,39369,15492,1,159,0,0,0,2,0,1
102.247.9.63,155.83.171.167,30014,52795,0,1124,1,1,0,1,0,1
160.82.1.224,201.229.225.166,46901,34887,0,1397,0,1,0,2,1,0
42.16.252.239,160.220.111.148,52789,50201,0,1460,1,2,0,2,1,0
40.150.7.58,72.143.157.148,49212,57540,2,675,0,0,0,0,1,1
174.164.180.87,181.66.235.88,56173,39830,2,1351,0,0,0,1,0,2
131.5.253.192,29.167.30.83,57569,54923,0,1239,1,2,0,2,1,1
131.5.203.106,1.221.224.103,65450,13516,2,1430,1,2,0,2,1,1
3.166.80.105,148.38.244.146,64166,55193,0,1467,1,1,0,0,0,1
172.24.51.196,154.161.185.173,56149,24733,0,1381,0,0,0,0,0,0
149.59.244.173,126.235.146.33,60478,60857,1,1484,1,2,0,2,1,0
98.0.205.161,35.246.182.9,56705,25484,2,1122,0,2,0,0,1,1
200.102.147.152,59.154.42.204,59216,60394,1,971,1,0,0,2,0,2
142.118.8.141,208.71.17.85,13926,46116,1,1149,0,2,0,2,1,1
62.156.250.35,176.148.2.68,42677,56182,1,536,1,2,0,2,0,2
71.241.159.149,27.55.183.177,40505,33247,2,736,1,2,0,2,0,2
179.51.51.66,123.64.109.69,40009,40945,0,903,1,0,0,1,1,0
58.74.241.43,219.99.226.139,38768,38389,1,1072,1,2,0,0,1,0
74.202.197.170,166.109.51.126,57214,32384,1,1060,0,0,0,1,0,2
207.213.23.21,166.31.133.80,37851,64439,0,199,0,1,0,2,0,2
169.98.113.240,175.147.85.53,59057,61789,1,1290,1,1,0,2,1,0
117.77.106.135,92.63.140.1,18607,2770,2,1349,1,1,0,2,1,0
74.153.125.58,86.70.169.250,45169,59301,0,894,1,0,0,0,0,0
205.121.13.33,30.174.53.200,9910,52440,2,1193,0,0,0,0,0,1
44.185.117.174,84.173.43.111,4622,12830,2,127,0,0,0,2,0,1
112.93.62.131,197.69.108.35,49387,7682,2,865,0,0,0,1,1,0
180.195.227.66,191.176.130.140,20149,48041,2,1211,1,0,0,1,1,0
31.65.216.193,45.198.161.209,14094,55441,1,1467,0,0,0,2,0,1
31.90.100.108,105.110.87.183,12539,49725,0,818,1,2,0,2,0,0
20.111.17.28,215.251.68.57,61687,46868,1,484,0,2,0,0,0,2
126.34.161.56,120.158.75.236,26850,19988,1,625,1,2,0,2,0,2
191.225.0.229,141.222.231.100,53014,16383,2,414,1,1,0,1,0,1
141.170.165.102,84.146.8.163,3329,9343,1,546,1,2,0,2,0,0
70.250.117.9,122.14.226.65,10910,42187,2,441,0,2,0,0,1,2
17.92.151.131,205.152.191.21,15716,48680,0,1369,1,1,0,2,0,2
204.170.140.224,184.222.24.117,15643,62074,1,1427,0,2,0,1,1,0
219.88.118.180,12.52.124.60,3268,48805,2,579,0,0,0,1,1,0
77.60.72.158,89.83.72.238,2090,58573,1,627,0,1,0,0,0,0
176.13.77.168,14.11.76.172,28681,43807,1,251,0,1,0,1,0,0
130.66.240.46,162.0.66.6,36705,59445,0,142,0,0,0,1,0,2
208.182.219.0,94.149.70.143,24272,18041,1,380,1,0,0,0,0,2
99.172.142.92,170.9.110.215,9267,15667,1,1158,1,1,0,2,0,0
138.201.99.243,140.70.135.35,36001,13483,2,666,1,2,0,1,1,2
5.236.67.108,155.9.150.11,45519,48095,2,571,0,0,0,1,0,0
62.254.119.238,191.246.225.175,15422,6697,1,116,0,0,0,0,1,2
54.240.64.171,147.152.196.151,63035,54924,2,332,0,0,0,2,1,0
181.61.72.121,200.29.0.187,42961,26862,2,608,0,2,0,2,0,2
124.238.24.129,182.119.30.26,13322,39732,1,687,0,1,0,1,0,1
102.252.189.190,217.119.248.199,64556,61008,1,205,0,2,0,2,1,1
214.76.163.50,1.9.63.169,55238,30342,0,291,0,1,0,1,0,1
156.48.92.125,128.185.1.161,41253,58390,1,1440,0,1,0,1,0,1
98.191.48.101,42.203.171.101,48572,34616,1,1452,0,0,0,0,1,2
147.229.150.8,88.60.119.100,32376,18506,1,463,1,0,0,0,0,2
192.180.138.96,91.62.99.235,46420,35512,1,198,1,1,0,2,0,0
13.103.216.236,78.97.70.84,35406,46152,1,597,0,0,0,1,0,2
132.220.226.79,87.231.148.138,30606,21957,0,666,1,0,0,2,0,0
113.16.110.166,187.202.46.29,49011,52205,0,612,1,2,0,1,0,2
125.4.229.42,169.65.157.78,32213,26739,0,427,1,2,0,2,1,2
213.129.137.5,211.33.138.8,14203,8142,1,81,0,2,0,1,0,2
58.236.79.140,185.31.75.148,44991,30825,0,1212,0,1,0,2,1,2
48.26.238.197,53.220.98.159,34310,31449,1,269,0,1,0,0,0,2
158.128.27.50,188.49.25.225,18749,19370,0,322,0,2,0,2,1,1
154.41.136.189,179.124.13.212,64528,63031,0,799,1,0,0,0,0,0
77.69.80.2,144.48.124.252,13683,41366,1,237,0,2,0,0,0,1
57.104.217.99,128.78.63.177,24485,24680,2,1121,0,0,0,2,1,0
201.85.60.43,183.130.76.44,55352,44768,1,420,1,2,0,0,0,2
141.72.163.190,71.111.156.29,3153,21729,1,806,0,2,0,0,0,2
46.154.66.22,197.161.175.193,21174,17969,0,933,1,1,0,1,0,0
34.117.17.135,112.105.124.248,23467,53050,0,1252,1,2,0,2,0,2
208.213.133.121,22.33.146.104,56086,2565,0,431,1,1,0,2,0,0
34.221.239.63,176.204.74.201,50847,49784,2,754,1,1,0,1,1,1
9.221.175.164,167.155.11.139,18862,24895,1,771,0,2,0,2,1,2
161.58.161.90,198.210.16.189,39880,49118,1,201,1,1,0,1,1,1
30.134.229.187,77.225.166.149,37990,59255,0,265,1,0,0,2,0,2
169.188.37.5,55.228.19.134,34428,8187,2,964,1,0,0,2,0,2
90.126.232.64,132.173.1.107,52160,10765,2,682,0,0,0,2,1,2
59.25.231.95,167.123.60.4,56128,49922,2,1018,1,1,0,0,0,2
63.125.33.2,172.93.89.35,6158,12960,0,1042,0,0,0,0,1,0
197.162.75.37,70.32.153.73,21924,35865,0,1468,1,0,0,2,1,0
115.173.215.3,106.3.35.29,50356,63519,1,448,0,1,0,2,1,2
64.9.52.67,90.216.212.77,5700,55149,2,267,1,1,0,1,1,2
31.210.123.157,108.153.121.40,54343,29577,0,1014,1,0,0,1,1,2
184.207.245.161,9.209.254.23,14730,18248,1,164,0,2,0,0,1,0
188.247.150.118,158.233.189.16,61629,34097,2,1064,0,0,0,0,1,2
99.147.138.61,168.45.71.61,59456,47868,0,1213,1,1,0,0,0,0
194.109.189.31,14.99.203.54,7853,56670,2,1474,1,0,0,1,1,0
28.250.171.43,155.21.168.81,4681,6930,2,316,1,1,0,2,0,0
135.224.9.130,25.147.205.52,11277,18987,2,1166,1,0,0,2,1,2
34.200.237.61,57.252.232.110,41209,43572,0,737,0,1,0,0,0,2
152.51.57.68,116.147.77.90,43544,12528,1,326,1,2,0,0,0,1
165.43.24.9,115.177.59.3,35779,49300,1,192,1,1,0,0,1,0
49.232.93.136,38.192.183.144,53007,12477,1,635,0,2,0,0,1,1
92.190.167.207,164.96.133.89,48217,12522,2,938,0,1,0,0,0,2
41.153.72.130,216.237.248.84,52118,50391,1,1026,1,2,0,0,1,2
173.54.146.138,52.188.58.6,4371,41065,0,386,0,1,0,1,0,0
131.237.104.218,172.129.118.96,65077,20853,1,1497,0,0,0,2,0,0
104.154.135.232,75.23.54.181,21651,11177,1,389,0,1,0,1,0,0
222.133.26.25,212.255.63.207,18084,8679,2,345,1,2,0,2,1,1
30.123.178.209,198.224.144.0,60801,2977,2,662,1,2,0,0,0,2
208.210.87.149,163.76.68.41,21112,19442,0,517,0,2,0,2,0,1
11.42.135.244,171.175.176.123,13000,56187,0,1350,1,2,0,1,0,1
197.252.209.50,132.232.56.200,28028,32362,0,1283,1,2,0,2,1,2
138.55.120.227,133.189.57.28,53467,52973,1,742,0,0,0,0,0,1
200.134.215.106,175.34.109.205,35326,3288,1,798,1,0,0,2,0,2
8.49.131.112,181.124.196.4,1763,33691,2,1275,1,2,0,0,1,1
221.128.6.114,10.54.176.60,14844,31945,1,856,1,0,0,1,1,2
186.63.213.180,24.18.236.246,29558,30832,0,1331,0,1,0,0,1,1
76.167.25.181,207.170.172.141,40728,47194,0,91,0,2,0,2,1,0
57.165.137.230,45.3.71.66,62240,4190,1,1423,0,1,0,2,1,1
29.148.67.27,175.109.164.18,59838,18224,1,661,0,1,0,1,1,1
99.121.74.190,86.91.205.68,62004,1390,0,1269,0,1,0,0,0,1
57.90.51.25,193.132.40.240,57222,9418,0,428,1,0,0,2,1,1
187.192.34.70,68.248.64.175,8656,10414,0,973,0,2,0,1,0,0
153.226.154.138,3.67.220.75,44425,5053,1,877,1,1,0,0,0,0
96.100.188.205,203.244.217.93,51117,57323,1,119,0,2,0,2,1,0
36.60.97.163,158.124.42.253,30205,57503,2,1343,1,1,0,1,1,2
181.188.178.152,133.190.244.182,43171,4997,1,165,1,0,0,1,1,2
193.147.34.123,30.84.157.49,46857,36880,2,1222,1,1,0,2,0,1
81.6.148.39,147.155.136.235,45067,43117,1,871,0,2,0,2,0,1
174.35.30.150,72.244.153.97,63044,2062,1,828,1,1,0,0,0,2
178.171.56.250,149.102.77.14,17957,15940,2,671,1,1,0,1,1,2
40.42.84.219,10.100.85.209,46955,56236,1,163,0,1,0,0,0,0
62.245.212.244,123.191.200.62,19456,41774,1,653,0,2,0,2,1,0
177.115.86.66,103.20.104.249,32626,32160,2,1348,0,0,0,0,1,1
43.104.122.245,143.84.40.232,13499,15426,0,1076,0,2,0,1,0,0
124.193.202.107,166.63.148.235,21847,1766,1,185,1,0,0,2,0,0
2.96.165.182,170.240.109.109,12509,51795,0,1003,1,1,0,1,0,1
141.57.149.75,69.98.172.107,53897,2707,0,1088,1,0,0,0,0,1
47.189.182.156,126.102.238.62,7292,53332,1,503,1,2,0,0,1,1
88.117.236.73,2.68.5.58,57981,17240,0,416,0,0,0,1,1,0
58.27.170.14,194.63.175.253,56047,41712,0,700,1,0,0,1,1,0
215.163.0.166,73.168.165.62,34961,11777,2,929,0,0,0,1,0,0
172.173.106.250,110.99.97.14,36599,58549,2,306,0,2,0,1,1,0
19.118.194.210,22.75.33.138,43223,50831,1,484,1,0,0,0,1,2
55.148.146.204,173.56.208.128,35568,12334,2,360,0,0,0,0,1,0
109.43.78.139,68.9.59.250,54758,2858,2,329,0,1,0,0,0,0
157.49.222.154,16.28.13.24,23902,56623,2,590,1,0,0,1,0,0
182.241.4.98,118.31.187.204,47442,18358,1,1323,1,2,0,1,0,1
90.179.4.72,199.146.223.70,42784,55299,1,1242,0,0,0,0,1,0
151.22.149.211,212.134.250.247,56778,8980,2,389,0,2,0,0,1,2
25.12.199.106,38.105.29.71,39643,7544,0,255,1,2,0,2,1,2
112.161.19.221,185.216.22.98,55367,42425,0,459,1,0,0,2,1,1
140.46.78.197,198.48.233.194,45204,20333,2,1025,0,2,0,0,1,0
186.87.42.59,132.76.36.91,13729,22715,0,1044,1,0,0,1,0,1
136.211.125.85,164.161.132.163,52042,57272,2,1063,0,0,0,0,1,0
18.183.13.247,72.165.202.94,3439,25665,0,1171,0,2,0,2,0,0
95.229.222.186,198.112.111.141,26408,25210,0,869,0,1,0,2,1,1
100.51.83.228,169.150.44.49,56654,37582,1,1400,1,1,0,0,0,2
210.78.25.184,26.114.218.10,54618,47314,1,1415,1,0,0,1,0,0
171.25.170.142,99.247.185.5,53039,10315,2,1352,0,1,0,2,0,1
112.41.77.87,135.115.201.37,8253,41775,2,326,0,2,0,1,1,2
101.84.105.148,75.234.117.184,2813,2686,0,1221,1,0,0,1,1,0
82.211.232.181,139.81.15.41,7226,9419,0,1130,0,2,0,0,0,1
76.247.0.105,97.136.78.20,5021,38959,0,128,0,0,0,2,1,0
85.9.52.128,177.58.156.119,31345,61904,0,95,1,1,0,0,0,2
220.183.185.6,207.131.225.58,35497,27280,1,561,0,1,0,2,1,0
63.16.203.183,172.190.29.171,61022,22892,0,309,0,0,0,0,0,2
50.156.2.225,157.193.175.108,46405,3567,0,1280,0,0,0,1,1,2
30.228.8.225,164.190.33.244,59113,44138,0,1259,0,1,0,0,0,1
35.138.167.82,22.128.132.188,37120,2485,0,672,0,0,0,2,0,2
78.16.41.153,6.102.62.146,49386,41980,2,731,0,1,0,1,0,0
